EXÁMENES MÉDICO LEGALES POR PRESUNTO DELITO SEXUAL EN COLOMBIA AÑO 2021 / DEPARTAMENTO DEL HECHO DANE,Amazonas,Amazonas.1,Amazonas.2,Amazonas.3,Amazonas.4,Amazonas.5,Amazonas.6,Amazonas.7,Amazonas.8,Antioquia,Antioquia.1,Antioquia.2,Antioquia.3,Antioquia.4,Antioquia.5,Antioquia.6,Antioquia.7,Antioquia.8,Arauca,Arauca.1,Arauca.2,Arauca.3,Arauca.4,Arauca.5,Arauca.6,Arauca.7,Arauca.8,"Archipiélago de San Andrés, Providencia y Santa Catalina","Archipiélago de San Andrés, Providencia y Santa Catalina.1","Archipiélago de San Andrés, Providencia y Santa Catalina.2","Archipiélago de San Andrés, Providencia y Santa Catalina.3","Archipiélago de San Andrés, Providencia y Santa Catalina.4","Archipiélago de San Andrés, Providencia y Santa Catalina.5","Archipiélago de San Andrés, Providencia y Santa Catalina.6","Archipiélago de San Andrés, Providencia y Santa Catalina.7","Archipiélago de San Andrés, Providencia y Santa Catalina.8",Atlántico,Atlántico.1,Atlántico.2,Atlántico.3,Atlántico.4,Atlántico.5,Atlántico.6,Atlántico.7,Atlántico.8,"Bogotá, D.C.","Bogotá, D.C..1","Bogotá, D.C..2","Bogotá, D.C..3","Bogotá, D.C..4","Bogotá, D.C..5","Bogotá, D.C..6","Bogotá, D.C..7","Bogotá, D.C..8",Bolívar,Bolívar.1,Bolívar.2,Bolívar.3,Bolívar.4,Bolívar.5,Bolívar.6,Bolívar.7,Bolívar.8,Boyacá,Boyacá.1,Boyacá.2,Boyacá.3,Boyacá.4,Boyacá.5,Boyacá.6,Boyacá.7,Boyacá.8,Caldas,Caldas.1,Caldas.2,Caldas.3,Caldas.4,Caldas.5,Caldas.6,Caldas.7,Caldas.8,Caquetá,Caquetá.1,Caquetá.2,Caquetá.3,Caquetá.4,Caquetá.5,Caquetá.6,Caquetá.7,Caquetá.8,Casanare,Casanare.1,Casanare.2,Casanare.3,Casanare.4,Casanare.5,Casanare.6,Casanare.7,Casanare.8,Cauca,Cauca.1,Cauca.2,Cauca.3,Cauca.4,Cauca.5,Cauca.6,Cauca.7,Cauca.8,Cesar,Cesar.1,Cesar.2,Cesar.3,Cesar.4,Cesar.5,Cesar.6,Cesar.7,Cesar.8,Chocó,Chocó.1,Chocó.2,Chocó.3,Chocó.4,Chocó.5,Chocó.6,Chocó.7,Chocó.8,Córdoba,Córdoba.1,Córdoba.2,Córdoba.3,Córdoba.4,Córdoba.5,Córdoba.6,Córdoba.7,Córdoba.8,Cundinamarca,Cundinamarca.1,Cundinamarca.2,Cundinamarca.3,Cundinamarca.4,Cundinamarca.5,Cundinamarca.6,Cundinamarca.7,Cundinamarca.8,Guainía,Guainía.1,Guainía.2,Guainía.3,Guainía.4,Guainía.5,Guainía.6,Guainía.7,Guainía.8,Guaviare,Guaviare.1,Guaviare.2,Guaviare.3,Guaviare.4,Guaviare.5,Guaviare.6,Guaviare.7,Guaviare.8,Huila,Huila.1,Huila.2,Huila.3,Huila.4,Huila.5,Huila.6,Huila.7,Huila.8,La Guajira,La Guajira.1,La Guajira.2,La Guajira.3,La Guajira.4,La Guajira.5,La Guajira.6,La Guajira.7,La Guajira.8,Magdalena,Magdalena.1,Magdalena.2,Magdalena.3,Magdalena.4,Magdalena.5,Magdalena.6,Magdalena.7,Magdalena.8,Meta,Meta.1,Meta.2,Meta.3,Meta.4,Meta.5,Meta.6,Meta.7,Meta.8,Nariño,Nariño.1,Nariño.2,Nariño.3,Nariño.4,Nariño.5,Nariño.6,Nariño.7,Nariño.8,Norte de Santander,Norte de Santander.1,Norte de Santander.2,Norte de Santander.3,Norte de Santander.4,Norte de Santander.5,Norte de Santander.6,Norte de Santander.7,Norte de Santander.8,Putumayo,Putumayo.1,Putumayo.2,Putumayo.3,Putumayo.4,Putumayo.5,Putumayo.6,Putumayo.7,Putumayo.8,Quindío,Quindío.1,Quindío.2,Quindío.3,Quindío.4,Quindío.5,Quindío.6,Quindío.7,Quindío.8,Risaralda,Risaralda.1,Risaralda.2,Risaralda.3,Risaralda.4,Risaralda.5,Risaralda.6,Risaralda.7,Risaralda.8,Santander,Santander.1,Santander.2,Santander.3,Santander.4,Santander.5,Santander.6,Santander.7,Santander.8,Sucre,Sucre.1,Sucre.2,Sucre.3,Sucre.4,Sucre.5,Sucre.6,Sucre.7,Sucre.8,Tolima,Tolima.1,Tolima.2,Tolima.3,Tolima.4,Tolima.5,Tolima.6,Tolima.7,Tolima.8,Valle del Cauca,Valle del Cauca.1,Valle del Cauca.2,Valle del Cauca.3,Valle del Cauca.4,Valle del Cauca.5,Valle del Cauca.6,Valle del Cauca.7,Valle del Cauca.8,Vaupés,Vaupés.1,Vaupés.2,Vaupés.3,Vaupés.4,Vaupés.5,Vaupés.6,Vaupés.7,Vaupés.8,Vichada,Vichada.1,Vichada.2,Vichada.3,Vichada.4,Vichada.5,Vichada.6,Vichada.7,Vichada.8,Sin información,Sin información.1,Sin información.2,Sin información.3,Sin información.4,Sin información.5,Sin información.6,Sin información.7,Sin información.8,CIFRA
Lugares de esparcimiento con expendio de alcohol,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2,-,6,6,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,3,-,8,8,-,-,-,-,2,2,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,1,-,2,3,-,-,-,-,1,-,-,1,1,-,-,-,-,1,3,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,1,-,1,-,4,-,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,2,-,-,2,2,-,-,-,-,3,-,-,3,3,-,-,-,-,1,1,-,2,2,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,-,6,6,-,-,-,-,-,2,-,2,2,-,-,-,-,-,2,-,2,2,-,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,-,1,1,-,2,2,-,-,-,-,2,-,-,2,2,-,-,-,-,-,1,-,1,1,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,62
"Lugares de hospedaje (hoteles, campamentos y otros tipos de hospedaje no permanente, moteles, etc.)",-,-,-,-,-,-,-,-,-,1,-,-,1,31,23,-,54,55,-,-,-,-,8,2,-,10,10,-,-,-,-,-,2,-,2,2,-,-,-,-,8,8,-,16,16,2,2,-,4,53,31,-,84,88,2,-,-,2,9,7,-,16,18,1,-,-,1,9,2,-,11,12,-,-,-,-,2,4,-,6,6,-,-,-,-,3,3,-,6,6,2,-,-,2,19,5,-,24,26,-,-,-,-,3,4,-,7,7,-,-,-,-,8,6,-,14,14,-,-,-,-,-,1,-,1,1,-,-,-,-,6,1,-,7,7,-,-,-,-,25,5,-,30,30,-,-,-,-,3,1,-,4,4,2,-,-,2,3,-,-,3,5,1,2,-,3,4,7,-,11,14,-,-,-,-,5,2,-,7,7,-,-,-,-,6,6,-,12,12,-,-,-,-,4,2,-,6,6,-,-,-,-,1,3,-,4,4,-,-,-,-,7,2,-,9,9,-,-,-,-,2,1,-,3,3,-,-,-,-,4,6,-,10,10,-,2,-,2,8,5,-,13,15,2,-,-,2,16,8,-,24,26,-,-,-,-,10,2,-,12,12,1,1,-,2,17,8,-,25,27,2,1,-,3,13,6,-,19,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,3,3,477
Oficinas y/o edificios de oficinas,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,1,-,-,1,-,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,1,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18
"Parqueaderos, estacionamientos",-,-,-,-,-,-,-,-,-,2,-,-,2,-,1,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2,-,6,6,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,2,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,1,2,1,-,-,1,1,1,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21
"Sitio de culto (capilla, iglesia, templo, etc.)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,1,2,-,-,-,-,1,1,-,2,2,-,-,-,-,1,-,-,1,1,2,-,-,2,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,1,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,1,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15
Taller,-,-,-,-,-,-,-,-,-,2,-,-,2,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
Terminales de pasajeros,-,-,-,-,1,-,-,1,1,1,-,-,1,-,2,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8
Terreno baldío,-,-,-,-,-,1,-,1,1,1,-,-,1,2,4,-,6,7,-,-,-,-,-,2,-,2,2,-,-,-,-,-,1,-,1,1,-,-,-,-,1,-,-,1,1,-,-,-,-,1,1,-,2,2,2,-,-,2,4,1,-,5,7,-,-,-,-,1,-,-,1,1,1,-,-,1,-,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,2,-,-,-,-,1,1,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,2,-,-,2,1,1,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,-,-,2,3,-,-,-,-,1,-,-,1,1,1,-,-,1,2,-,-,2,3,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,-,-,-,-,1,-,-,1,1,-,-,-,-,1,-,-,1,1,-,-,-,-,1,-,-,1,1,-,-,-,-,3,-,-,3,3,1,-,-,1,2,1,-,3,4,-,-,-,-,1,3,-,4,4,3,-,-,3,-,2,-,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61
Vehículo de servicio particular,-,-,-,-,-,-,-,-,-,2,1,-,3,9,8,-,17,20,-,-,-,-,2,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,5,14,-,19,19,-,1,-,1,11,16,-,27,28,-,-,-,-,3,1,-,4,4,-,1,-,1,3,4,-,7,8,2,-,-,2,2,1,-,3,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,2,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,1,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,3,3,1,-,-,1,4,6,-,10,11,-,-,-,-,-,1,-,1,1,-,-,-,-,2,1,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,5,5,2,-,-,2,9,5,-,14,16,-,-,-,-,1,4,-,5,5,-,-,-,-,-,-,-,-,-,1,1,-,2,5,4,-,9,11,-,-,-,-,3,2,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,158
Vía pública,-,-,-,-,3,-,-,3,3,3,1,-,4,10,12,-,22,26,-,-,-,-,2,1,-,3,3,-,-,-,-,2,-,-,2,2,2,1,-,3,10,3,-,13,16,2,1,-,3,16,6,-,22,25,1,-,-,1,9,2,-,11,12,-,-,-,-,5,2,-,7,7,3,1,-,4,4,-,-,4,8,-,-,-,-,2,1,-,3,3,-,-,-,-,4,2,-,6,6,-,-,-,-,-,1,-,1,1,1,-,-,1,1,1,-,2,3,-,-,-,-,1,-,-,1,1,3,1,-,4,6,1,-,7,11,1,1,-,2,16,10,-,26,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,11,5,-,16,17,-,-,-,-,1,-,-,1,1,1,-,-,1,2,1,-,3,4,2,-,-,2,7,2,-,9,11,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2,-,6,6,-,-,-,-,-,-,-,-,-,1,-,-,1,5,-,-,5,6,6,1,-,7,19,5,-,24,31,1,-,-,1,11,7,-,18,19,-,-,-,-,3,-,-,3,3,1,-,-,1,17,9,-,26,27,1,-,-,1,26,14,-,40,41,-,-,-,-,2,-,-,2,2,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,324
Vivienda,10,-,-,10,49,4,-,53,63,234,13,-,247,1267,263,-,1530,1777,21,-,-,21,173,12,-,185,206,2,-,-,2,16,3,-,19,21,89,5,-,94,628,91,-,719,813,370,40,-,410,2385,570,-,2955,3365,60,2,-,62,469,72,-,541,603,39,4,-,43,341,105,-,446,489,51,8,-,59,285,57,-,342,401,24,-,-,24,219,42,-,261,285,32,1,-,33,223,47,-,270,303,21,2,-,23,214,69,-,283,306,36,-,-,36,282,60,-,342,378,7,-,-,7,77,18,-,95,102,36,7,-,43,389,45,-,434,477,142,8,-,150,879,184,-,1063,1213,-,-,-,-,25,4,-,29,29,5,-,-,5,47,11,-,58,63,57,4,-,61,378,65,-,443,504,25,1,-,26,204,33,-,237,263,32,2,-,34,283,52,-,335,369,71,3,-,74,453,76,-,529,603,1,3,-,4,45,36,-,81,85,60,5,-,65,351,59,-,410,475,16,1,-,17,128,18,-,146,163,50,6,-,56,264,35,-,299,355,60,5,-,65,403,73,-,476,541,80,7,-,87,662,90,-,752,839,23,1,-,24,218,25,-,243,267,101,10,-,111,652,129,-,781,892,152,9,-,161,981,194,-,1175,1336,4,-,-,4,27,2,-,29,33,1,-,-,1,10,1,-,11,12,1,-,-,1,18,5,-,23,24,17655
Zonas de actividades agropecuarias,-,-,-,-,-,-,-,-,-,1,-,-,1,1,2,-,3,4,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,1,2,1,-,-,1,1,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17
Otros,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,1,2,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,3,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17
Sin Información,2,-,-,2,-,-,-,-,2,20,1,-,21,86,8,-,94,115,-,-,-,-,4,-,-,4,4,-,-,-,-,-,-,-,-,-,2,-,-,2,25,4,-,29,31,46,1,-,47,133,14,-,147,194,-,-,-,-,26,1,-,27,27,1,-,-,1,18,-,-,18,19,6,-,-,6,21,-,-,21,27,-,-,-,-,13,3,-,16,16,3,-,-,3,19,2,-,21,24,-,-,-,-,11,1,-,12,12,-,-,-,-,3,-,-,3,3,-,-,-,-,8,2,-,10,10,1,-,-,1,10,1,-,11,12,4,1,-,5,47,4,-,51,56,-,-,-,-,5,-,-,5,5,1,-,-,1,4,-,-,4,5,7,-,-,7,23,1,-,24,31,1,-,-,1,7,1,-,8,9,-,-,-,-,3,1,-,4,4,6,-,-,6,29,3,-,32,38,1,-,-,1,3,-,-,3,4,2,-,-,2,17,-,-,17,19,1,-,-,1,8,-,-,8,9,7,-,-,7,11,-,-,11,18,6,-,-,6,22,4,-,26,32,10,2,-,12,35,4,-,39,51,1,-,-,1,2,-,-,2,3,8,-,-,8,30,6,-,36,44,3,1,-,4,41,2,-,43,47,1,-,-,1,5,-,-,5,6,-,-,-,-,1,-,-,1,1,1,1,1,3,40,2,1,43,46,924
TOTAL,12,1,-,13,58,6,-,64,77,322,32,-,354,1542,406,-,1948,2302,23,2,-,25,209,26,-,235,260,2,1,-,3,19,8,-,27,30,101,13,-,114,714,149,-,863,977,474,63,-,537,2861,786,-,3647,4184,80,6,-,86,572,113,-,685,771,49,10,-,59,423,143,-,566,625,70,12,-,82,340,78,-,418,500,30,3,-,33,269,61,-,330,363,41,6,-,47,300,64,-,364,411,24,6,-,30,257,100,-,357,387,45,7,-,52,351,90,-,441,493,7,3,-,10,92,29,-,121,131,47,11,-,58,487,76,-,563,621,203,18,-,221,1123,272,-,1395,1616,-,-,-,-,40,8,-,48,48,9,-,-,9,64,13,-,77,86,78,12,-,90,472,102,-,574,664,35,2,-,37,281,58,-,339,376,44,5,-,49,339,79,-,418,467,88,5,-,93,532,109,-,641,734,3,4,-,7,60,45,-,105,112,78,6,-,84,416,82,-,498,582,19,1,-,20,148,29,-,177,197,67,8,-,75,320,53,-,373,448,95,10,-,105,530,115,-,645,750,113,15,-,128,793,152,-,945,1073,32,3,-,35,262,38,-,300,335,128,23,-,151,829,221,-,1050,1201,180,17,-,197,1147,294,-,1441,1638,5,-,-,5,41,8,-,49,54,1,-,-,1,14,1,-,15,16,2,1,1,4,66,7,1,74,78,22607
VARIABLE: ZONA DEL HECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabecera municipal,12,1,-,13,51,5,-,56,69,274,31,-,305,1242,349,-,1591,1896,15,2,-,17,162,20,-,182,199,2,1,-,3,17,8,-,25,28,100,12,-,112,700,144,-,844,956,463,62,-,525,2828,775,-,3603,4128,76,6,-,82,534,107,-,641,723,38,7,-,45,284,98,-,382,427,58,10,-,68,271,60,-,331,399,27,3,-,30,226,53,-,279,309,33,4,-,37,229,56,-,285,322,13,4,-,17,179,74,-,253,270,42,6,-,48,295,73,-,368,416,6,3,-,9,86,21,-,107,116,37,9,-,46,374,63,-,437,483,155,15,-,170,861,205,-,1066,1236,-,-,-,-,32,5,-,37,37,4,-,-,4,42,9,-,51,55,49,10,-,59,361,70,-,431,490,30,2,-,32,241,55,-,296,328,41,5,-,46,288,74,-,362,408,61,4,-,65,377,89,-,466,531,3,4,-,7,41,35,-,76,83,71,6,-,77,365,74,-,439,516,11,1,-,12,110,17,-,127,139,65,8,-,73,297,50,-,347,420,83,9,-,92,474,100,-,574,666,89,13,-,102,626,132,-,758,860,28,3,-,31,213,35,-,248,279,92,19,-,111,564,166,-,730,841,168,17,-,185,1004,262,-,1266,1451,2,-,-,2,28,7,-,35,37,-,-,-,-,13,1,-,14,14,1,-,-,1,3,-,-,3,4,19136
"Centro poblado (corregimiento, inspección de policía y caserío) ",-,-,-,-,5,1,-,6,6,6,-,-,6,36,4,-,40,46,2,-,-,2,5,2,-,7,9,-,-,-,-,2,-,-,2,2,-,-,-,-,8,1,-,9,9,4,1,-,5,20,9,-,29,34,-,-,-,-,11,2,-,13,13,5,-,-,5,17,6,-,23,28,3,-,-,3,15,2,-,17,20,1,-,-,1,3,-,-,3,4,2,-,-,2,21,2,-,23,25,-,-,-,-,8,1,-,9,9,1,1,-,2,30,6,-,36,38,1,-,-,1,5,1,-,6,7,1,2,-,3,28,2,-,30,33,6,1,-,7,58,7,-,65,72,-,-,-,-,2,-,-,2,2,-,-,-,-,2,2,-,4,4,10,1,-,11,21,4,-,25,36,1,-,-,1,8,-,-,8,9,2,-,-,2,27,3,-,30,32,16,1,-,17,98,15,-,113,130,-,-,-,-,2,2,-,4,4,2,-,-,2,12,1,-,13,15,-,-,-,-,4,2,-,6,6,-,-,-,-,2,-,-,2,2,1,-,-,1,10,6,-,16,17,4,-,-,4,29,5,-,34,38,3,-,-,3,34,2,-,36,39,6,-,-,6,35,6,-,41,47,7,-,-,7,55,14,-,69,76,1,-,-,1,2,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,815
